### Traits ###

dm_culture;Chaotic Neutral;;;;;;;;;;;;;x
dm_culture_adj;Chaotic;;;;;;;;;;;;;x
dm_cow_culture;Cow;;;;;;;;;;;;;x
dm_cow_culture_adj;Bovine;;;;;;;;;;;;;x
gary_culture;Gary;;;;;;;;;;;;;x
gary_culture_adj;Gary;;;;;;;;;;;;;x
gary_prime_2_point_oh;Gary Prime 2.0;;;;;;;;;;;;;x
gary_prime_2_point_oh_desc;This Gary has ascended. He is no longer Gary. He is... GARY.;;;;;;;;;;;;;x

e_gary;Gary;;;;;;;;;;;;;x
gary_lord;Gary;;;;;;;;;;;;;x

city_of_gold;Legendary City of Gold;;;;;;;;;;;;;x
MIDAS_PLAGUE_INFO;This province has been struck with the Midas Plague - an incredibly deadly disease that either leaves the afflicted horribly maimed by only transforming extremities, or spreads from the torso until it leaves a statue of solid gold.;;;;;;;;;;;;;x

k_slave_master1;White Queen;;;;;;;;;;;;;x
k_slave_master1_adj;Chess;;;;;;;;;;;;;x
k_slave_master2;Black Queen;;;;;;;;;;;;;x
k_slave_master2_adj;Chess;;;;;;;;;;;;;x

### Deaths ###

DEATH_DEATHS_DEAL;made a bargain with Death;;;;;;;;;;;;;x
DEATH_DM_NAZGUL_WITHER;withered after being separated from their cursed ring;;;;;;;;;;;;;x

### buildings ###

city_of_gold;Lost City of Gold;;;;;;;;;;;;;x
city_of_gold_desc;After a run-in with the Dungeon Master, this city found itself built on the sight of inexhaustible gold mines, and a deadly and terrible disease.;;;;;;;;;;;;;x

fountain_of_youth;Fountain of Youth;;;;;;;;;;;;;x
fountain_of_youth_desc;The mythical Fountain of Youth was discovered in the foundations of a temple in this very province. Naturally, the ruler of the province takes a great interest in such a find...;;;;;;;;;;;;;x

### Artifacts ###

cursed_ring;Cursed Ring;;;;;;;;;;;;;x
cursed_ring_desc;This is one of the nine cursed rings given out by the Dungeon Master's good friend to the mortal rulers of kingdoms.;;;;;;;;;;;;;x

cursed_ring_of_one;Cursed Ring of One;;;;;;;;;;;;;x
cursed_ring_of_one_desc;A strange glowing ring owned by the Dungeon Master, it bears a striking resemblance to the other cursed rings.;;;;;;;;;;;;;x

stinkrot_reaver;Fish;;;;;;;;;;;;;x
stinkrot_reaver_desc;This is a fish, you could potentially hit people with it, or use it as a makeshift mining tool, but it has feelings too.;;;;;;;;;;;;;x

blackfish_scale;Fish;;;;;;;;;;;;;x
blackfish_scale_desc;From a distance this armour looks to be oddly coloured chainmail, until you get close enough to realise that it is simply fish scales, haphazardly crafted to mimic the appearance of chainmail, with absolutely none of the benefits.;;;;;;;;;;;;;x

dm_fedora;Fedora;;;;;;;;;;;;;x
dm_fedora_desc;Not to be confused with a trilby, the fedora is a symbol of adventure and pairs great with a whip. Warning: keep out of reach of creepy virgin men.;;;;;;;;;;;;;x

dm_mind_pebble;Mind Pebble;;;;;;;;;;;;;x
dm_mind_pebble_desc;One of the six Eternity Pebbles. This Pebble gives mastery over the minds of yourself and others.;;;;;;;;;;;;;x
dm_power_pebble;Power Pebble;;;;;;;;;;;;;x
dm_power_pebble_desc;One of the six Eternity Pebbles. This Pebble gives the user unrivaled physical power.;;;;;;;;;;;;;x
dm_reality_pebble;Reality Pebble;;;;;;;;;;;;;x
dm_reality_pebble_desc;One of the six Eternity Pebbles. This Pebble gives the user control over tangible objects, such as gold or stone.;;;;;;;;;;;;;x
dm_soul_pebble;Soul Pebble;;;;;;;;;;;;;x
dm_soul_pebble_desc;One of the six Eternity Pebbles. This Pebble gives the user domination of their very own soul.;;;;;;;;;;;;;x
dm_space_pebble;Space Pebble;;;;;;;;;;;;;x
dm_space_pebble_desc;One of the six Eternity Pebbles. This Pebble gives the user the ability to manipulate the space around them.;;;;;;;;;;;;;x
dm_time_pebble;Time Pebble;;;;;;;;;;;;;x
dm_time_pebble_desc;One of the six Eternity Pebbles. This Pebble grants the user the power to guide time itself.;;;;;;;;;;;;;x

dm_time_pebble_modifier;Imbues the user with ùGImmortalityù!;;;;;;;;;;;;;x
dm_soul_pebble_modifier;Will remove ùRStressedù!, ùRDepressedù!, ùRLunaticù!, or ùRPossessedù!!;;;;;;;;;;;;;x

dm_resisted_ring;Has Previously Resisted The Ring's Influence;;;;;;;;;;;;;x

### Event Modifiers ###

the_purge;The Purge;;;;;;;;;;;;;x
the_purge_desc;For 12 months everyone has decided to turn a blind eye to crimes and atrocities.;;;;;;;;;;;;;x

dwarf_fortress;Dwarf Fortress;;;;;;;;;;;;;x
dwarf_fortress_desc;For some strange reason, this person seems to have some extremely skilled defenders.;;;;;;;;;;;;;x

mud_wraps;Mud Wraps;;;;;;;;;;;;;x
mud_wraps_desc;This character decided that health was more important than appearances.;;;;;;;;;;;;;x

sacrifices_for_beauty;Sore and Sweaty;;;;;;;;;;;;;x
sacrifices_for_beauty_desc;After a spar day this character decided that sometimes looking good is better than feeling good.;;;;;;;;;;;;;x

dm_petshop_cat;Pet Shop: Cat;;;;;;;;;;;;;x
dm_petshop_cat_desc;This character was given a cat as a pet by the Dungeon Master.;;;;;;;;;;;;;x

dm_petshop_dog;Pet Shop: Dog;;;;;;;;;;;;;x
dm_petshop_dog_desc;This character was given a dog as a pet by the Dungeon Master.;;;;;;;;;;;;;x

dm_petshop_snake;Pet Shop: Snake;;;;;;;;;;;;;x
dm_petshop_snake_desc;This character was given a snake as a pet by the Dungeon Master.;;;;;;;;;;;;;x

dm_petshop_bear;Pet Shop: Bear;;;;;;;;;;;;;x
dm_petshop_bear_desc;This character was given a bear as a pet by the Dungeon Master. Yes, really.;;;;;;;;;;;;;x

dm_petshop_pony;Pet Shop: Pony;;;;;;;;;;;;;x
dm_petshop_pony_desc;This character was given a pony as a pet by the Dungeon Master.;;;;;;;;;;;;;x

dm_petshop_hamster;Pet Shop: Hamster;;;;;;;;;;;;;x
dm_petshop_hamster_desc;This character was given a hamster as a pet by the Dungeon Master. Not a miniature giant space hamster, sadly, just a normal hamster.;;;;;;;;;;;;;x

dm_petshop_rat;Pet Shop: Rat;;;;;;;;;;;;;x
dm_petshop_rat_desc;This character was given a rat as a pet by the Dungeon Master.;;;;;;;;;;;;;x

dm_immortal_good;Death's Deal;;;;;;;;;;;;;x
dm_immortal_good_desc;This character has made a deal with Death.;;;;;;;;;;;;;x

dm_immortal_neutral;Death's Deal;;;;;;;;;;;;;x
dm_immortal_neutral_desc;This character has made a deal with Death.;;;;;;;;;;;;;x

dm_immortal_bad;Death's Deal;;;;;;;;;;;;;x
dm_immortal_bad_desc;This character has made a deal with Death.;;;;;;;;;;;;;x

dm_dootdoot;The Horn of Dootage;;;;;;;;;;;;;x
dm_dootdoot_desc;This character can doot the horn once while in combat to almost immediately route the enemy.\nOr they can save it. Who knows what might happen?;;;;;;;;;;;;;x

### Decisions ###

begin_DMCore;Awaken the Dungeon Master!;;;;;;;;;;;;;x
begin_DMCore_desc;The Dungeon Master will awaken. Every 15 years he will present the world with an event ranging from amusing to downright catastrophic.;;;;;;;;;;;;;x

death_note_decision;Tell Name to the Dungeon Master;;;;;;;;;;;;;x
death_note_decision_desc;You can speak this characters name to the Dungeon Master, who in turn will write their name in the Murder Book, resulting in the characters death. There family wont be best pleased by this...;;;;;;;;;;;;;x

get_out_of_jail_free;Use Get Out of Jail Free Card;;;;;;;;;;;;;x
get_out_of_jail_free_desc;Use the Get Out of Jail Free Card given to you by the Dungeon Master to guarantee your freedom. Warning: This is a single-use item and will be consumed!;;;;;;;;;;;;;x

dm_kidnap_into_dynasty;Kidnap [Root.GetFirstName];;;;;;;;;;;;;x
dm_kidnap_into_dynasty_desc;The Dungeon Master has graced you with the ability to kidnap [Root.GetFirstName] and force [Root.GetHerHim] into your dynasty.\nYou can perform this action only once. Choose wisely.;;;;;;;;;;;;;x

dm_doot_doot;Doot Doot!;;;;;;;;;;;;;x
dm_doot_doot_desc;Ask not for whom the horn doots. It doots for thee.;;;;;;;;;;;;;x

dm_put_on_cursed_ring;Put on the Cursed Ring;;;;;;;;;;;;;x
dm_put_on_cursed_ring_desc;So small, and so shiny - it's precious to me.;;;;;;;;;;;;;x
dm_resist_cursed_ring;Resist the Cursed Ring;;;;;;;;;;;;;x
dm_resist_cursed_ring_desc;Remove the Cursed Ring and stop it gnawing at your will and reason.;;;;;;;;;;;;;x



### Bloodlines ###
dm_dragon_bloodline;Blood of the Dragon;;;;;;;;;;;;;x
dm_dragon_bloodline_desc;Dragon deez nuts across your face! Ha! Gottem!;;;;;;;;;;;;;x


### Tombola Mechanics ###

DMCoretitle1;Dungeon Master Cometh;;;;;;;;;;;;;x
DMCoredesc1;"Mortals, it is time once again for my influence to help shape this world! Brace yourself for the mediocre, or the insane. The unbalanced, or the overpowered!"\nRandom Number of the Day is: [global_eventTombola.GetValue];;;;;;;;;;;;;x
DMCore1OptA;"Brace yourselves!";;;;;;;;;;;;;x

### Custom Tooltip ###

DMAwakens;The Dungeon Master awakens...;;;;;;;;;;;;;x
DMMultiplayer;In ùGMultiplayerù!, one player will be the messenger of the Dungeon Master, this will be the player that fires the decision.;;;;;;;;;;;;;x
DMWarning;ùRWarningù!: The first event will fire immediately, be prepared!;;;;;;;;;;;;;x
dungeon_master_rolls;Dungeon Master rolls his dice...;;;;;;;;;;;;;x

remove_illness;All ùGPhysicalù! and ùGMental illnessesù! will be cured!;;;;;;;;;;;;;x
remove_genetic_issues;All ùGGenetic Abnormalitiesù! will be removed!;;;;;;;;;;;;;x

### Mechanics ###

DMmanagementtitle101;After the End?!;;;;;;;;;;;;;x
DMmanagementdesc101;"Well, well, well, this is not quite right is it?\nAmerica? That's going to stop things working properly. Not my jurisdiction you see. Already enough chaos there to last a life time. Look, I can offer you the usual chaos, here and there, but that's it.";;;;;;;;;;;;;x
DMmanagementOptA;"Oh, nevermind then.";;;;;;;;;;;;;x
DMmanagementTooltip1;Certain events have been disabled to allow for compatibility with After the Ends wacky Empire mechanics!;;;;;;;;;;;;;x

### Events ###

DMCoretitle3;Dungeon Master Awakens;;;;;;;;;;;;;x
DMCoredesc3;"Greetings players of the game, I am the Dungeon Master, guider of destiny and occasional roller of dice. What a boring player - you're playing the regular game this time around I see? I have adjusted the dice rolls and outcomes to fit a base game map, or at least a map that is fairly close to that. Good luck...";;;;;;;;;;;;;x
DMCore3OptA;"What did he call me?";;;;;;;;;;;;;x

DMCoretitle4;Dungeon Master Awakens;;;;;;;;;;;;;x
DMCoredesc4;"Greetings players of the game, I am the Dungeon Master, guider of destiny and occasional roller of dice.\nA contrarian not happy with the base game? Fine. I have adjusted the dice rolls and outcomes to fit your total conversion mod, or at least a map that is fairly close to that. Good luck...";;;;;;;;;;;;;x
DMCore4OptA;"What did he call me?";;;;;;;;;;;;;x

DMCoreEvttitle1;Lover's Lab;;;;;;;;;;;;;x
DMCoreEvtdesc1;"I've recently concocted a new potion!" cries the Dungeon Master, "Okay, fine, it's my bathwater - but I've been told it's incredibly potent stuff! I call it "Gamer Guy Bathwater" and my favourite game is getting you all to take a sip!";;;;;;;;;;;;;x
DMCoreEvt1OptA;"There's something floating in it!";;;;;;;;;;;;;x
DMEventTooltip1;All landed rulers become Lustful Hedonists.;;;;;;;;;;;;;x

DMCoreEvttitle2;The All Father...?;;;;;;;;;;;;;x
DMCoreEvtdesc2;It's no secret that the Dungeon Master, like most Dungeon Masters, is an incredibly lonely and isolated man, living out his fantasies by controlling the lives of characters all day for his sadistic enjoyment. "I just wish I could have a family of my own..." says the Dungeon Master with a solemn sigh, "Wait a minute! That's it! Oh, ladies!";;;;;;;;;;;;;x
DMCoreEvt2OptA;"What do you mean 'he called it his special move'!?";;;;;;;;;;;;;x
DMEventTooltip2;All married ruler's wives become mysteriously pregnant.;;;;;;;;;;;;;x

DMCoreEvttitle3;There Can Be Only One;;;;;;;;;;;;;x
DMCoreEvtdesc3;"Sometimes it's not fun being the only omnipotent immortal being in this realm, well besides all those characters that conveniently became immortal gods through some convoluted event chain. Anyway, let's sprinkle some more deus ex machina out there and see what chaos they can cause!";;;;;;;;;;;;;x
DMCoreEvt3OptA;"This is the end of civilisation as we know it...";;;;;;;;;;;;;x
DMEventTooltip3;Twenty rulers ascend to become Immortal rulers of Destiny, who are rivals with one another.;;;;;;;;;;;;;x

DMCoreEvttitle4;Happy Birthday!;;;;;;;;;;;;;x
DMCoreEvtdesc4;"You mortals, always growing old and dying and having your children cry or complain about whatever the hell 'gavelkind' is, it's such a dull affair - let's speed it up! Or reverse it! Now if I could get some volunteers... how about you, with the fancy hat!";;;;;;;;;;;;;x
DMCoreEvt4OptA;"Fetch a priest... or a doctor! Or both!";;;;;;;;;;;;;x
DMEventTooltip4;Kings ages will adjust randomly anywhere between minus 30 to plus 30 years of age. Affected characters will be given the ùRAge Shiftedù! trait.;;;;;;;;;;;;;x

DMCoreEvttitle5;Chaos Reigns!;;;;;;;;;;;;;x
DMCoreEvtdesc5;"You with your fancy chairs and castles, you make rules for other people and don't follow them yourselves! It makes me sick, playing with peoples lives like that. Well we're taking away the rules, morality is out the window. Do whatever you want, good luck with your squishy moral existence now it's an equal playing field!";;;;;;;;;;;;;x
DMCoreEvt5OptA;"You're telling me people have just... stopped caring?";;;;;;;;;;;;;x
DMEventTooltip5;All landed rules have become morally flexible, ùGarrestsù! and ùGplotsù! will be far easier for the next year!;;;;;;;;;;;;;x

DMCoreEvttitle6;Short Fortress;;;;;;;;;;;;;x
DMCoreEvtdesc6;"This is gonna be sweet" mutters the Dungeon Master as he clicks his fingers. Reports of rulers drastically shrinking, becoming stubborn, and gaining the uncanny ability of defence become known far and wide. No one quite understands why.;;;;;;;;;;;;;x
DMCoreEvt6OptA;"These bastions of short men make for formidable defenders.";;;;;;;;;;;;;x
DMEventTooltip6;Some lucky rulers lose height but make up for it in their defensive skills.;;;;;;;;;;;;;x

DMCoreEvttitle7;Renderer Thigh;;;;;;;;;;;;;x
DMCoreEvtdesc7;"The greatest mystery of all!" proclaims the Dungeon Master "Long ago my brother died horribly in a fish related incident, and as the river became stained with his blood he cried out "RENDERER THIGH!" and still to this day I have no idea what the hell he was talking about. For whoever solves the challenge of the Renderer Thigh, I will grant you a gift beyond even those of your wildest dreams and fantasies!";;;;;;;;;;;;;x
DMCoreEvt7OptA;"A... what?";;;;;;;;;;;;;x
DMEventTooltip7;Everyone becomes more confused.;;;;;;;;;;;;;x

DMCoreEvttitle8;The Greatest Gift;;;;;;;;;;;;;x
DMCoreEvtdesc8;"Sometimes I think I am far too cruel. Today is your lucky day my friend, to you I give the greatest gift of all. It might help you against some of my... other plans.";;;;;;;;;;;;;x
DMCoreEvt8OptA;"I feel... strange...?";;;;;;;;;;;;;x
DMEventTooltip8;You sense a great adventure approaching...;;;;;;;;;;;;;x
DMCoreFollowTooltip1;You hear cackling off in the distance...;;;;;;;;;;;;;x

DMCoreEvttitle9;Plague Inc.;;;;;;;;;;;;;x
DMCoreEvtdesc9;"I have a friend I want to introduce you to" begins the Dungeon Master "He is very dear to me, and very very skilled with alchemy. I think you'll both get along well!";;;;;;;;;;;;;x
DMCoreEvt9OptA;"This could be useful, I am going into battle...";;;;;;;;;;;;;x
DMEventTooltip9;A man approaches...;;;;;;;;;;;;;x

DMCoreEvttitle10;Mature Student;;;;;;;;;;;;;x
DMCoreEvtdesc10;"You know, I didn't actually train to be a Dungeon Master until late into my 600s, before then I was a maths teacher, but I didn't want to be that cruel my entire life. I think you all deserve a second chance as well!";;;;;;;;;;;;;x
DMCoreEvt10OptA;"My head...";;;;;;;;;;;;;x
DMEventTooltip10;All rulers gain a second education.;;;;;;;;;;;;;x

DMCoreEvttitle11;Mrs Doubtfire.;;;;;;;;;;;;;x
DMCoreEvtdesc11;"One my favourite movies," begins the Dungeon Master, "is Lethal weapon two. Anyway, I'm flipping all your sexes, enjoy!";;;;;;;;;;;;;x
DMCoreEvt11OptA;"Wait wha.. AGH!";;;;;;;;;;;;;x
DMEventTooltip11;All landed rulers flip sex, forever.;;;;;;;;;;;;;x

DMCoreEvttitle12;Player's Well Known Battlegrounds;;;;;;;;;;;;;x
DMCoreEvtdesc12;"I get a strange feeling that some of you really like going out there and killing each other just for the sport of it. Well all good sports deserve a trophy! Whoever holds [battle_royale.GetName] by the end of 6 years will be given a prize worthy of such bloodshed!";;;;;;;;;;;;;x
DMCoreEvt12OptA;"Ready the troops...?";;;;;;;;;;;;;x
DMEventTooltip12;All rulers are given a claim on [battle_royale.GetName] and whoever holds the province after six years have elapsed will be granted massive amounts of gold, prestige, and piety!;;;;;;;;;;;;;x

DMCoreEvttitle13;Home Sweet Home..?;;;;;;;;;;;;;x
DMCoreEvtdesc13;"Does it not get boring sitting around in your big fancy castle, with all your nice furniture, and your nice servants speaking your nice language?" asks the Dungeon Master, "You need to try something different! Spice up your life a little!";;;;;;;;;;;;;x
DMCoreEvt13OptA;"There's no place like... home?";;;;;;;;;;;;;x
DMEventTooltip13;Rulers selected at random will have their capital swapped with another random ruler!;;;;;;;;;;;;;x

DMCoreEvttitle14;Friends in Low Places;;;;;;;;;;;;;x
DMCoreEvtdesc14;"I know a guy, a really good guy, a great friend of mine..." says the Dungeon Master, peering over his shoulder as if he's expecting someone, "And I sort of owe him. In exchange for not interrupting with my meddling, I promised I'd help him out with a small thing that's been bothering him a few... thousand years. A small, popey, problem...";;;;;;;;;;;;;x
DMCoreEvt14OptA;"You're saying they've all gone a bit strange?";;;;;;;;;;;;;x
DMEventTooltip14;All religious heads seems to fall under a strange influence...;;;;;;;;;;;;;x

DMCoreEvttitle15;Lobotomiser!;;;;;;;;;;;;;x
DMCoreEvtdesc15;"I've been working on a machine in my spare time, it's nothing too impressive, just do me a favour and put your face on it... right there, that's it! Now you might feel a slight tingle in your nervous system...";;;;;;;;;;;;;x
DMCoreEvt15OptA;"Please stop milling about. Really.";;;;;;;;;;;;;x
DMEventTooltip15;All positive congenital traits become negative congenital traits, and vice versa!;;;;;;;;;;;;;x

DMCoreEvttitle16;Divine Intervention;;;;;;;;;;;;;x
DMCoreEvtdesc16;"I've been doing some MORE science recently, and I have discovered that actually [religion_proven.GetName] is probably right! I can't guarantee it, but I've just casually slid the important documents under every rulers door. It's up to them what they do with it - I'm not their mother.";;;;;;;;;;;;;x
DMCoreEvt16OptA;"My god... he's right.";;;;;;;;;;;;;x
DMCoreEvt16OptB;"My god, he's gone completely mad...";;;;;;;;;;;;;x
DMCoreEvt16OptC;"This is... interesting...";;;;;;;;;;;;;x
DMEventTooltip16;Some rulers may convert to [religion_proven.GetName]!;;;;;;;;;;;;;x

DMCoreEvttitle17;Lost City of Gold Uncovered!;;;;;;;;;;;;;x
DMCoreEvtdesc17;Rumours have always persisted around [lost_province_of_gold.GetName] speaking of the lost city of gold, but many dismissed it as the dreams of a desperately poor people. The Dungeon Master, feeling a great pity for the people in [lost_city_of_gold.GetName] decided to make all of their dreams come true and transformed the whole city, including it's foundations, and natural resources, into solid gold!\nUnfortunately, the tricky caused by the Dungeon Master had an unintended side effect - people were randomly turning to gold and infecting others with the same curse!;;;;;;;;;;;;;x
DMCoreEvt17OptA;"To own such a city... but the risk is too great!";;;;;;;;;;;;;x
DMEventTooltip17B;Random characters have a chance of turning into solid gold.;;;;;;;;;;;;;x
DMEventTooltip17;The owner of [lost_city_of_gold.GetName] will be tremendously wealthy.;;;;;;;;;;;;;x

DMCoreEvttitle18;Ruler of the Jewels;;;;;;;;;;;;;x
DMCoreEvtdesc18;"I'm friends with a great jeweler, he's quite a tame guy by my standards, but he has a real talent when it comes to making rings - pretty generous too! He gave me a whole bunch of rings to hand out to lucky people! I'll see if I have one for you here.";;;;;;;;;;;;;x
DMCoreEvt18OptA;"This doesn't sound suspicious in the least!";;;;;;;;;;;;;x
DMEventTooltip18;Nine for Mortal Men...;;;;;;;;;;;;;x

DMCoreEvttitle19;Blessing in Disguise...?;;;;;;;;;;;;;x
DMCoreEvtdesc19;"I've been doing a bit of poking around and at the bottom of a lake I found a age-old container filled to the brim with religious texts! I have no idea who put those there but, in my usually helpful nature, I've decided to forward a copy to the relevant religious heads so they can study and make the changes that their religion must have conveniently forgotten about!";;;;;;;;;;;;;x
DMCoreEvt19OptA;"We have to do WHAT now?!";;;;;;;;;;;;;x
DMEventTooltip19;Random religions randomly gain random alterations from a random list.;;;;;;;;;;;;;x

DMCoreEvttitle20;Realm fit for a King;;;;;;;;;;;;;x
DMCoreEvtdesc20;"Maybe I've been looking at it all wrong..." says the Dungeon Master, stroking his beard, "You sick people. You actually ENJOY this don't you? This is all game to you isn't it. Unbelievable. Well, I know exactly what will solve that problem!";;;;;;;;;;;;;x
DMCoreEvt20OptA;"There's... nothing left to do...";;;;;;;;;;;;;x
DMEventTooltip20;Empires are stabilised and vassals become content.;;;;;;;;;;;;;x

DMCoreEvttitle21;Perfectly Normal Man;;;;;;;;;;;;;x
DMCoreEvtdesc21;"What is WRONG with you people!?" screams the Dungeon Master, "Look at this person, this person RIGHT HERE" he says, gesturing to a perfectly normal person standing in your court. You don't recognise them but they certainly look very normal to you. "NOTHING at ALL looks strange about this person here?!" You gesture to your guards to have the Dungeon Master removed, clearly he has lost his mind.;;;;;;;;;;;;;x
DMCoreEvt21OptA;"My apologies my perfectly normal friend, welcome!";;;;;;;;;;;;;x
DMEventTooltip21;A perfectly normal person joins your court.;;;;;;;;;;;;;x

DMCoreEvttitle22;Fountain of Youth Uncovered!;;;;;;;;;;;;;x
DMCoreEvtdesc22;During routine maintenance in the temple of [fountain_of_youth_holding.GetName] in [fountain_of_youth_province.GetName] a great wellspring was discovered unlike any other - through the rockface beneath the foundation flows a seemingly unlimited source of crystal clear, glowing, water. Believing it to be a divine gift, the local ruler of the province bathed in the waters and drank deeply, only to discover that their strength grew rapidly and the ravages of time seemed to be reversed!\nThe local holy man has declared the site as sacred, with only the blessed ruler being allowed entrance into the divine fountain. Though for some jealous rulers perhaps, this may not be enough to prevent their curiosity...;;;;;;;;;;;;;x
DMCoreEvt22OptA;"Bountiful health and long life...?";;;;;;;;;;;;;x
DMEventTooltip22;The Fountain of Youth is discovered!;;;;;;;;;;;;;x
DMEventTooltip22B;The owner of the province will occasionally gain health and grow younger!;;;;;;;;;;;;;x

DMCoreEvttitle23;Gary;;;;;;;;;;;;;x
DMCoreEvtdesc23;"Let me introduce you to my friend Gary. Gary loves playing my games, don't you Gary?" asks the Dungeon Master as he slaps a timid and shellshocked man on the back, who in turn audibly squeaks. "See Gary has always dreamt big, but he never quite made it, so I'm going to let him live vicariously! Every court throughout the land will get their very own Gary, fruit directly from the loin's of Gary Prime!"\nSuddenly a nefarious looking copy of Gary pops into your court, "Buuuut..." continues the Dungeon Master, "These Gary's will be slightly amped up. Much more ambitious and skilled than the original, so watch your back!";;;;;;;;;;;;;x
DMCoreEvt23OptA;"Erm... welcome... Gary?";;;;;;;;;;;;;x
DMEventTooltip23;Gary.;;;;;;;;;;;;;x

DMCoreEvttitle24;Friends in High Places;;;;;;;;;;;;;x
DMCoreEvtdesc24;"I basically only exist to watch the suffering of others, but you people just do suffering so much more efficiently. There are the occasional occasions where occasionally you do take things a bit too far. Ruin the fun entirely. Here." the Dungeon Master fishes around into his pocket before handing you a small paper card - 'Get out of Jail Free' is written on it, "Just so that the suffering isn't interrupted too much...";;;;;;;;;;;;;x
DMCoreEvt24OptA;"This could come in handy...";;;;;;;;;;;;;x
DMEventTooltip24;All rulers gain a single-use 'Get Out of Jail Free' allowing for instant release from imprisonment.;;;;;;;;;;;;;x

DMCoreEvttitle25;Gavelkindness;;;;;;;;;;;;;x
DMCoreEvtdesc25;The Dungeon Master appears looking pensive "I have no idea what this Gavelkind is but every time I bring it up you land owners always turn a funny colour." You feel your stomach turn at the sound of the forbidden word. "I've decided that a punishment for all those naughty rulers will be this 'Gavelkind' thing... whatever it is.";;;;;;;;;;;;;x
DMCoreEvt25OptA;"No... he wouldn't...?";;;;;;;;;;;;;x
DMEventTooltip25;All characters with serious crimes such as ùPImpalersù! or ùRKinslayersù! will be forced into Gavelkind.;;;;;;;;;;;;;x

DMCoreEvttitle26;Spa Day!;;;;;;;;;;;;;x
DMCoreEvtdesc26;"I've got plans today, can't do any of the usual evil!" says the Dungeon Master, dashing through your court with a suitcase, "A Hotelier friend of mine gave me these tickets, claimed he was a huge fan of my work, but the hotel is all the way in the north west of Britainia, wherever that is. They're yours if you want them!";;;;;;;;;;;;;x
DMCoreEvt26OptA;"Free Personal Trainer?";;;;;;;;;;;;;x
DMCoreEvt26OptB;"Free Mud Baths?";;;;;;;;;;;;;x
DMEventTooltip26A;You push yourself in a work out.;;;;;;;;;;;;;x
DMEventTooltip26B;You cover yourself in mud.;;;;;;;;;;;;;x

